"Label","Location","Type","Size","Namespace"
"init$5151","803f6e92","undefined1","1","d_a_arrow"
"init$4555","803f6e98","undefined1","1","d_a_bomb"
"init$4644","803f6e99","undefined1","1","d_a_bomb"
"init$5401","803f6e9a","undefined1","1","d_a_bomb"
"init$4478","803f6ea0","undefined1","1","d_a_bomb2"
"init$4866","803f6ea1","undefined1","1","d_a_bomb2"
"init$5180","803f6ea2","undefined1","1","d_a_bomb2"
"init$5592","803f6ea3","undefined1","1","d_a_bomb2"
"init$5670","803f6ea4","undefined1","1","d_a_bomb2"
"init$5157","803f6ea8","undefined1","1","d_a_boomerang"
"init$4895","803f6eb0","undefined1","1","d_a_dai_item"
"init$4428","803f6eb8","undefined1","1","d_a_esa"
"init$4451","803f6eb9","undefined1","1","d_a_esa"
"l_ship","803f6ec0","undefined4","4","d_a_grid"
"rope_scale","803f6ec8","float","4","d_a_himo2"
"btd","803f6ecc","undefined4","4","d_a_himo2"
"dr","803f6ed0","undefined4","4","d_a_himo2"
"init$4234","803f6ed8","undefined1","1","d_a_ib"
"init$4613","803f6ee0","undefined1","1","d_a_item"
"a_heap_size_tbl$4111","803f6ee8","undefined4","4","d_a_nh"
"init$4112","803f6eec","undefined1","1","d_a_nh"
"l_hio_counter","803f6ef0","undefined4","4","d_a_npc_fa1"
"a_heap_size_tbl$4888","803f6ef4","undefined4","4","d_a_npc_fa1"
"init$4889","803f6ef8","undefined1","1","d_a_npc_fa1"
"init$4264","803f6f00","undefined1","1","d_a_obj_search"
"init$4270","803f6f01","undefined1","1","d_a_obj_search"
"init$4276","803f6f02","undefined1","1","d_a_obj_search"
"init$4569","803f6f03","undefined1","1","d_a_obj_search"
"init$4680","803f6f04","undefined1","1","d_a_obj_search"
"init$4834","803f6f05","undefined1","1","d_a_obj_search"
"init$4839","803f6f06","undefined1","1","d_a_obj_search"
"init$4977","803f6f07","undefined1","1","d_a_obj_search"
"m_find_flag","803f6f08","undefined1","1","daObj_Search::Act_c"
"l_debug_current_angle","803f6f10","csXyz","6","d_a_player_main"
"l_debug_shape_angle","803f6f18","csXyz","6","d_a_player_main"
"m_maba_timer","803f6f1e","byte","1","daPy_matAnm_c"
"m_maba_flg","803f6f1f","byte","1","daPy_matAnm_c"
"m_eye_move_flg","803f6f20","byte","1","daPy_matAnm_c"
"m_morf_frame","803f6f21","byte","1","daPy_matAnm_c"
"init$4884","803f6f22","undefined1","1","d_a_player_main"
"m_timer","803f6f24","byte","1","daPy_dmEcallBack_c"
"init$5639","803f6f26","undefined1","1","d_a_player_main"
"init$5642","803f6f27","undefined1","1","d_a_player_main"
"init$5700","803f6f28","undefined1","1","d_a_player_main"
"init$6041","803f6f29","undefined1","1","d_a_player_main"
"init$6044","803f6f2a","undefined1","1","d_a_player_main"
"init$6047","803f6f2b","undefined1","1","d_a_player_main"
"init$6050","803f6f2c","undefined1","1","d_a_player_main"
"init$6053","803f6f2d","undefined1","1","d_a_player_main"
"init$6509","803f6f2e","undefined1","1","d_a_player_main"
"init$6652","803f6f2f","undefined1","1","d_a_player_main"
"init$6786","803f6f30","undefined1","1","d_a_player_main"
"init$6790","803f6f31","undefined1","1","d_a_player_main"
"init$6793","803f6f32","undefined1","1","d_a_player_main"
"magtail_offset$13136","803f6f34","float","4","d_a_player_main"
"init$13137","803f6f38","undefined1","1","d_a_player_main"
"init$14446","803f6f39","undefined1","1","d_a_player_main"
"init$14449","803f6f3a","undefined1","1","d_a_player_main"
"init$15294","803f6f3b","undefined1","1","d_a_player_main"
"init$15298","803f6f3c","undefined1","1","d_a_player_main"
"init$16751","803f6f3d","undefined1","1","d_a_player_main"
"init$16754","803f6f3e","undefined1","1","d_a_player_main"
"init$17481","803f6f3f","undefined1","1","d_a_player_main"
"init$18887","803f6f40","undefined1","1","d_a_player_main"
"init$18890","803f6f41","undefined1","1","d_a_player_main"
"init$18893","803f6f42","undefined1","1","d_a_player_main"
"init$21006","803f6f43","undefined1","1","d_a_player_main"
"init$21009","803f6f44","undefined1","1","d_a_player_main"
"init$21012","803f6f45","undefined1","1","d_a_player_main"
"init$23163","803f6f46","undefined1","1","d_a_player_main"
"init$23166","803f6f47","undefined1","1","d_a_player_main"
"init$24825","803f6f48","undefined1","1","d_a_player_main"
"init$24828","803f6f49","undefined1","1","d_a_player_main"
"guard_rate$25858","803f6f4c","float","4","d_a_player_main"
"init$25859","803f6f50","undefined1","1","d_a_player_main"
"init$38065","803f6f51","undefined1","1","d_a_player_main"
"init$38068","803f6f52","undefined1","1","d_a_player_main"
"init$4176","803f6f58","undefined1","1","d_a_player_npc"
"talkmode","803f6f68","undefined1","1","d_auction_screen"
"talkFlag","803f6f69","undefined1","1","d_auction_screen"
"slotShow","803f6f6a","undefined1","1","d_auction_screen"
"gaugeShow","803f6f6b","undefined1","1","d_auction_screen"
"gaugeTrans","803f6f6c","undefined1","1","d_auction_screen"
"gaugeTransTimer","803f6f6e","undefined2","2","d_auction_screen"
"prev_hit_type$8381","803f6f70","undefined4","4","d_camera"
"init$8382","803f6f74","undefined1","1","d_camera"
"prev_plat1$8384","803f6f78","undefined4","4","d_camera"
"init$8385","803f6f7c","undefined1","1","d_camera"
"prev_plat2$8387","803f6f80","undefined4","4","d_camera"
"init$8388","803f6f84","undefined1","1","d_camera"
"init$9216","803f6f85","undefined1","1","d_camera"
"dfan$9218","803f6f88","float","4","d_camera"
"init$9219","803f6f8c","undefined1","1","d_camera"
"init$9223","803f6f8d","undefined1","1","d_camera"
"dpixy$9225","803f6f90","float","4","d_camera"
"init$9226","803f6f94","undefined1","1","d_camera"
"SA_FLY$9681","803f6f98","float","4","d_camera"
"init$9682","803f6f9c","undefined1","1","d_camera"
"SA_FLY$12181","803f6fa0","float","4","d_camera"
"init$12182","803f6fa4","undefined1","1","d_camera"
"init$13484","803f6fa5","undefined1","1","d_camera"
"init$13500","803f6fa6","undefined1","1","d_camera"
"init$14130","803f6fa7","undefined1","1","d_camera"
"init$14145","803f6fa8","undefined1","1","d_camera"
"target$6206","803f6fb0","float","4","d_kankyo"
"init$6207","803f6fb4","undefined1","1","d_kankyo"
"target$6225","803f6fb8","float","4","d_kankyo"
"init$6226","803f6fbc","byte","1","d_kankyo"
"init$localstatic4$draw","803f6fc0","undefined1","1","dThunder_c"
"init_angle_z","803f6fc8","undefined1","1","dMCloth_c"
"cloth_c","803f6fd8","undefined4","4","d_menu_window"
"fonttype","803f6fdc","undefined4","4","d_menu_window"
"rfonttype","803f6fe0","undefined4","4","d_menu_window"
"dMs_capture_c","803f6fe4","undefined4","4","d_menu_window"
"dMs_cloth_c","803f6fe8","undefined4","4","d_menu_window"
"dMi_c","803f6fec","undefined4","4","d_menu_window"
"dMc_c","803f6ff0","undefined4","4","d_menu_window"
"dMd_c","803f6ff4","undefined4","4","d_menu_window"
"dMf_c","803f6ff8","undefined4","4","d_menu_window"
"dNm_c","803f6ffc","undefined4","4","d_menu_window"
"dMs_c","803f7000","undefined4","4","d_menu_window"
"event_wait_frame","803f7004","undefined1","1","d_menu_window"
"timer$7109","803f7006","undefined2","2","d_menu_window"
"init$7110","803f7008","undefined1","1","d_menu_window"
"dMesg_gpResourceContainer","803f7010","undefined4","4","d_mesg"
"dMesg_gpControl","803f7014","undefined4","4","d_mesg"
"dMesg_gpSequenceProcessor","803f7018","undefined4","4","d_mesg"
"dMesg_gpRenderingProcessor","803f701c","undefined4","4","d_mesg"
"dMesg_gpFont","803f7020","undefined4","4","d_mesg"
"dMesg_gpRFont","803f7024","undefined4","4","d_mesg"
"dMesg_gbUpdate","803f7028","undefined1","1","d_mesg"
"m_strSizeFlag","803f7029","undefined1","1","d_mesg"
"s_strSizeFlag","803f702a","undefined1","1","d_mesg"
"header","803f702c","undefined4","4","d_mesg"
"nowMesgCode","803f7030","undefined4","4","d_mesg"
"oldMesgCode","803f7034","undefined4","4","d_mesg"
"header2","803f7038","undefined4","4","d_mesg"
"headerFlag","803f703c","undefined1","1","d_mesg"
"messageOffsetY","803f703e","undefined2","2","d_mesg"
"zenkaku","803f7040","undefined1","1","d_mesg"
"zenkakuCode","803f7042","undefined2","2","d_mesg"
"retFlag","803f7044","undefined4","4","d_mesg"
"oParse","803f7048","undefined4","4","d_mesg"
"dMsg2_popSpeed","803f7050","undefined4","4","d_message"
"message","803f7054","undefined4","4","d_message"
"msg3d","803f7060","undefined4","4","d_message_paper"
"dMsg3_popSpeed","803f7064","undefined4","4","d_message_paper"
"message","803f7068","undefined4","4","d_message_paper"
"dMeter_Info","803f7070","undefined1","1","d_meter"
"dMn_c","803f7074","dMetronome_c *","4","d_meter"
"sMainParts1","803f7078","undefined4","4","d_meter"
"sMainParts2","803f707c","undefined4","4","d_meter"
"sMainParts3","803f7080","undefined4","4","d_meter"
"sScrTimer1","803f7084","J2DScreen *","4","d_meter"
"sScrTimer2","803f7088","J2DScreen *","4","d_meter"
"sChoiceRoad","803f708c","undefined4","4","d_meter"
"moveItemPane","803f7090","undefined4","4","d_meter"
"mapAlpha","803f7094","undefined1","1","d_meter"
"menu_status","803f7095","undefined1","1","d_meter"
"menu_status_old","803f7096","undefined1","1","d_meter"
"dMenu_pause","803f7097","byte","1","d_meter"
"dMenu_frame_timer","803f7098","undefined4","4","d_meter"
"dMenu_menuButton","803f709c","undefined1","1","d_meter"
"subWinFlag","803f709d","undefined1","1","d_meter"
"dMeter_auctionFlag","803f709e","undefined1","1","d_meter"
"dMeter_itemMoveFlag","803f709f","undefined1","1","d_meter"
"dMeter_btn_chk","803f70a0","undefined1","1","d_meter"
"dMeter_itemNum","803f70a1","undefined1","1","d_meter"
"dMeter_itemTimer","803f70a2","undefined2","2","d_meter"
"texRateX","803f70a4","float","4","d_meter"
"texRateY","803f70a8","float","4","d_meter"
"texScaleX","803f70ac","float","4","d_meter"
"texScaleY","803f70b0","float","4","d_meter"
"dMenu_menuFlag","803f70b4","undefined1","1","d_meter"
"dMeter_place_name","803f70c0","undefined1","1","d_meter"
"dMeter_itemMode","803f70c1","undefined1","1","d_meter"
"dMeter_collectMode","803f70c2","undefined1","1","d_meter"
"dMeter_windStatus","803f70c3","undefined1","1","d_meter"
"rupy_soundSetFlag","803f70c4","undefined1","1","d_meter"
"rupy_soundOnFlag","803f70c5","undefined1","1","d_meter"
"dMeter_mMapCtrlDisp","803f70c8","mapCtrlDisp_c","1","d_meter"
"meter1","803f70d0","undefined4","4","d_meter"
"meter2","803f70d4","undefined4","4","d_meter"
"soundOnFlag$5563","803f70d8","undefined1","1","d_meter"
"init$5564","803f70d9","undefined1","1","d_meter"
"point$5650","803f70da","undefined1","1","d_meter"
"init$5651","803f70db","undefined1","1","d_meter"
"flag$5797","803f70dc","undefined1","1","d_meter"
"init$5798","803f70dd","undefined1","1","d_meter"
"moveNowFrame$6064","803f70de","undefined2","2","d_meter"
"init$6065","803f70e0","undefined1","1","d_meter"
"moveFlag$6067","803f70e2","undefined2","2","d_meter"
"init$6068","803f70e4","undefined1","1","d_meter"
"moveStatus$6070","803f70e6","undefined2","2","d_meter"
"init$6071","803f70e8","undefined1","1","d_meter"
"nowX$6073","803f70ec","float","4","d_meter"
"init$6074","803f70f0","undefined1","1","d_meter"
"nowY$6076","803f70f4","float","4","d_meter"
"init$6077","803f70f8","undefined1","1","d_meter"
"expX$6079","803f70fc","float","4","d_meter"
"init$6080","803f7100","undefined1","1","d_meter"
"expY$6082","803f7104","float","4","d_meter"
"init$6083","803f7108","undefined1","1","d_meter"
"alphaNowFrame$6279","803f710a","undefined2","2","d_meter"
"init$6280","803f710c","undefined1","1","d_meter"
"moveNowFrame$6602","803f710e","undefined2","2","d_meter"
"init$6603","803f7110","undefined1","1","d_meter"
"moveFlag$6605","803f7112","undefined2","2","d_meter"
"init$6606","803f7114","undefined1","1","d_meter"
"moveStatus$6608","803f7116","undefined2","2","d_meter"
"init$6609","803f7118","undefined1","1","d_meter"
"nowX$6611","803f711c","float","4","d_meter"
"init$6612","803f7120","undefined1","1","d_meter"
"nowY$6614","803f7124","float","4","d_meter"
"init$6615","803f7128","undefined1","1","d_meter"
"expX$6617","803f712c","float","4","d_meter"
"init$6618","803f7130","undefined1","1","d_meter"
"expY$6620","803f7134","float","4","d_meter"
"init$6621","803f7138","undefined1","1","d_meter"
"alphaNowFrame$6814","803f713a","undefined2","2","d_meter"
"init$6815","803f713c","undefined1","1","d_meter"
"arrowMax$7632","803f713d","undefined1","1","d_meter"
"init$7633","803f713e","undefined1","1","d_meter"
"bombMax$7635","803f713f","undefined1","1","d_meter"
"init$7636","803f7140","undefined1","1","d_meter"
"moveNowFrame$8368","803f7142","undefined2","2","d_meter"
"init$8369","803f7144","undefined1","1","d_meter"
"moveFlag$8371","803f7146","undefined2","2","d_meter"
"init$8372","803f7148","undefined1","1","d_meter"
"moveStatus$8374","803f714a","undefined2","2","d_meter"
"init$8375","803f714c","undefined1","1","d_meter"
"nowX$8377","803f7150","float","4","d_meter"
"init$8378","803f7154","undefined1","1","d_meter"
"nowY$8380","803f7158","float","4","d_meter"
"init$8381","803f715c","undefined1","1","d_meter"
"alphaNowFrame$8563","803f715e","undefined2","2","d_meter"
"init$8564","803f7160","undefined1","1","d_meter"
"moveNowFrame$8633","803f7162","undefined2","2","d_meter"
"init$8634","803f7164","undefined1","1","d_meter"
"moveFlag$8636","803f7166","undefined2","2","d_meter"
"init$8637","803f7168","undefined1","1","d_meter"
"moveStatus$8639","803f716a","undefined2","2","d_meter"
"init$8640","803f716c","undefined1","1","d_meter"
"nowX$8642","803f7170","float","4","d_meter"
"init$8643","803f7174","undefined1","1","d_meter"
"nowY$8645","803f7178","float","4","d_meter"
"init$8646","803f717c","undefined1","1","d_meter"
"bossEyeFlag$9082","803f717d","undefined1","1","d_meter"
"init$9083","803f717e","undefined1","1","d_meter"
"soundOnFlag$9201","803f717f","undefined1","1","d_meter"
"init$9202","803f7180","undefined1","1","d_meter"
"frame$9916","803f7181","undefined1","1","d_meter"
"init$9917","803f7182","undefined1","1","d_meter"
"moveFlag$9962","803f7184","undefined2","2","d_meter"
"init$9963","803f7186","undefined1","1","d_meter"
"moveStatus$9965","803f7188","undefined2","2","d_meter"
"init$9966","803f718a","undefined1","1","d_meter"
"mapTimer$11802","803f718c","undefined2","2","d_meter"
"init$11803","803f718e","undefined1","1","d_meter"
"stageFlag$11805","803f718f","undefined1","1","d_meter"
"init$11806","803f7190","undefined1","1","d_meter"
"stayNo$11808","803f7194","undefined4","4","d_meter"
"init$11809","803f7198","undefined1","1","d_meter"
"arrowType$11959","803f7199","undefined1","1","d_meter"
"init$11960","803f719a","undefined1","1","d_meter"
"oldType$11962","803f719b","undefined1","1","d_meter"
"init$11963","803f719c","undefined1","1","d_meter"
"dist_buf$12565","803f71a0","float","4","d_meter"
"init$12566","803f71a4","undefined1","1","d_meter"
"sScreen","803f71a8","undefined4","4","d_msg"
"sScreen2","803f71ac","undefined4","4","d_msg"
"textFont","803f71b0","undefined4","4","d_msg"
"rubyFont","803f71b4","undefined4","4","d_msg"
"arrowPane","803f71b8","undefined4","4","d_msg"
"maskPane","803f71bc","undefined4","4","d_msg"
"talkPosX","803f71c0","float","4","d_msg"
"talkPosY","803f71c4","float","4","d_msg"
"textOffsetY","803f71c8","undefined2","2","d_msg"
"dMsg_font_flag","803f71ca","undefined1","1","d_msg"
"agb_work_area","803f71cc","undefined4","4","d_msg"
"message","803f71d0","undefined4","4","d_msg"
"flag$7049","803f71d8","undefined1","1","d_msg"
"init$7050","803f71d9","undefined1","1","d_msg"
"cnt$7052","803f71da","undefined2","2","d_msg"
"init$7053","803f71dc","undefined1","1","d_msg"
"posY0$7922","803f71e0","undefined4","4","d_msg"
"init$7923","803f71e4","undefined1","1","d_msg"
"posY1$7925","803f71e8","undefined4","4","d_msg"
"init$7926","803f71ec","undefined1","1","d_msg"
"posY2$7928","803f71f0","undefined4","4","d_msg"
"init$7929","803f71f4","undefined1","1","d_msg"
"posY3$7931","803f71f8","undefined4","4","d_msg"
"init$7932","803f71fc","undefined1","1","d_msg"
"init$4569","803f7200","undefined1","1","d_npc"
"wind_flag$5173","803f7208","undefined1","1","d_operate_wind"
"init$5174","803f7209","undefined1","1","d_operate_wind"
"dOvlpFd_execute_f","803f7210","undefined4","4","d_ovlp_fade"
"init$4902","803f7218","undefined1","1","d_picture_box"
"l_anmCommand","803f7220","mDoDvdThd_mountXArchive_c *","4","d_s_logo"
"l_fmapCommand","803f7224","mDoDvdThd_mountXArchive_c *","4","d_s_logo"
"l_itemResCommand","803f7228","mDoDvdThd_mountXArchive_c *","4","d_s_logo"
"l_fmapResCommand","803f722c","mDoDvdThd_mountXArchive_c *","4","d_s_logo"
"l_dmapResCommand","803f7230","mDoDvdThd_mountXArchive_c *","4","d_s_logo"
"l_clctResCommand","803f7234","mDoDvdThd_mountXArchive_c *","4","d_s_logo"
"l_optResCommand","803f7238","mDoDvdThd_mountXArchive_c *","4","d_s_logo"
"l_saveResCommand","803f723c","mDoDvdThd_mountXArchive_c *","4","d_s_logo"
"l_clothResCommand","803f7240","mDoDvdThd_mountXArchive_c *","4","d_s_logo"
"l_itemiconCommand","803f7244","mDoDvdThd_mountXArchive_c *","4","d_s_logo"
"l_actioniconCommand","803f7248","mDoDvdThd_mountXArchive_c *","4","d_s_logo"
"l_scopeResCommand","803f724c","mDoDvdThd_mountXArchive_c *","4","d_s_logo"
"l_camResCommand","803f7250","mDoDvdThd_mountXArchive_c *","4","d_s_logo"
"l_swimResCommand","803f7254","mDoDvdThd_mountXArchive_c *","4","d_s_logo"
"l_windResCommand","803f7258","mDoDvdThd_mountXArchive_c *","4","d_s_logo"
"l_nameResCommand","803f725c","mDoDvdThd_mountXArchive_c *","4","d_s_logo"
"l_tmsgCommand","803f7260","mDoDvdThd_mountXArchive_c *","4","d_s_logo"
"l_dmsgCommand","803f7264","mDoDvdThd_mountXArchive_c *","4","d_s_logo"
"l_errorResCommand","803f7268","mDoDvdThd_mountXArchive_c *","4","d_s_logo"
"l_msgDtCommand","803f726c","mDoDvdThd_mountXArchive_c *","4","d_s_logo"
"l_msgDtCommand2","803f7270","mDoDvdThd_mountXArchive_c *","4","d_s_logo"
"l_msgCommand","803f7274","mDoDvdThd_mountXArchive_c *","4","d_s_logo"
"l_menuCommand","803f7278","mDoDvdThd_mountXArchive_c *","4","d_s_logo"
"l_fontCommand","803f727c","mDoDvdThd_mountXArchive_c *","4","d_s_logo"
"l_rubyCommand","803f7280","mDoDvdThd_mountXArchive_c *","4","d_s_logo"
"l_particleCommand","803f7284","mDoDvdThd_mountXArchive_c *","4","d_s_logo"
"l_itemTableCommand","803f7288","mDoDvdThd_mountXArchive_c *","4","d_s_logo"
"l_ActorDataCommand","803f728c","mDoDvdThd_mountXArchive_c *","4","d_s_logo"
"l_FmapDataCommand","803f7290","mDoDvdThd_mountXArchive_c *","4","d_s_logo"
"l_lodCommand","803f7294","mDoDvdThd_mountXArchive_c *","4","d_s_logo"
"l_startID","803f7298","undefined4","4","d_s_menu"
"l_cursolID","803f729c","undefined4","4","d_s_menu"
"l_timepat","803f72a0","undefined4","4","d_s_menu"
"l_weekpat","803f72a4","undefined2","2","d_s_menu"
"l_demo23","803f72a6","undefined2","2","d_s_menu"
"l_groupPoint","803f72a8","undefined4","4","d_s_menu"
"l_languageType","803f72ac","undefined1","1","d_s_menu"
"pauseTimer","803f72b0","byte","1","dScnPly_ply_c"
"nextPauseTimer","803f72b1","byte","1","dScnPly_ply_c"
"dylPreLoadTime1","803f72b8","undefined4","4","d_s_play"
"DAT_803f72bc","803f72bc","undefined4","4","Global"
"resPreLoadTime0","803f72c0","undefined4","4","d_s_play"
"DAT_803f72c4","803f72c4","undefined4","4","Global"
"resPreLoadTime1","803f72c8","undefined4","4","d_s_play"
"DAT_803f72cc","803f72cc","undefined4","4","Global"
"g_preLoadHIO","803f72d0","undefined4","4","d_s_play"
"l_lkDemoAnmCommand","803f72d4","mDoDvdThd_mountXArchive_c *","4","d_s_play"
"dScp_ScpScreen","803f72d8","undefined4","4","d_scope"
"dScp_MsgScreen","803f72dc","undefined4","4","d_scope"
"font0","803f72e0","undefined4","4","d_scope"
"font1","803f72e4","undefined4","4","d_scope"
"scope","803f72e8","undefined4","4","d_scope"
"m_circle_cnt","803f72f0","undefined1","1","dWaterMark_c"
"m_player_foot_now_id","803f72f2","undefined1","1","dWaterMark_c"
"init$localstatic4$draw","803f72f8","undefined1","1","dWindArrow_c"
"init$localstatic6$draw","803f72f9","undefined1","1","dWindArrow_c"
"mEcallback","803f7300","undefined1","1","dWpotWater_c"
"mFirst","803f7308","undefined1","1","DynamicModuleControlBase"
"mLast","803f730c","undefined1","1","DynamicModuleControlBase"
"sAllocBytes","803f7310","undefined1","1","DynamicModuleControl"
"sArchive","803f7314","undefined1","1","DynamicModuleControl"
"sFileCache","803f7318","undefined1","1","DynamicModuleControl"
"Heap","803f7320","undefined1","1","cMl"
"init$2532","803f7328","undefined1","1","SComponent"
"Zero","803f7330","csXyz","6","csXyz"
"r0","803f7338","undefined4","4","SComponent"
"r1","803f733c","undefined4","4","SComponent"
"r2","803f7340","undefined4","4","SComponent"
"r02","803f7344","undefined4","4","SComponent"
"r12","803f7348","undefined4","4","SComponent"
"r22","803f734c","undefined4","4","SComponent"
"l_SetCounter","803f7350","undefined4","4","SComponent"
"_0","803f7358","cSAngle","2","cSAngle"
"_1","803f735c","undefined1","1","cSAngle"
"_90","803f7360","undefined1","1","cSAngle"
"_180","803f7364","undefined1","1","cSAngle"
"_270","803f7368","undefined1","1","cSAngle"
"rootHeap","803f7370","JKRHeap *","4","JFWSystem"
"systemHeap","803f7374","JKRHeap *","4","JFWSystem"
"mainThread","803f7378","undefined1","1","JFWSystem"
"debugPrint","803f737c","JUTDbPrint *","4","JFWSystem"
"systemFont","803f7380","JUTResFont *","4","JFWSystem"
"systemConsoleManager","803f7384","undefined1","1","JFWSystem"
"systemConsole","803f7388","JUTConsole *","4","JFWSystem"
"sInitCalled","803f738c","byte","1","JFWSystem"
"sManager","803f7390","JFWDisplay *","4","JFWDisplay"
"prevFrame$2524","803f7394","undefined4","4","JFramework"
"init$2525","803f7398","undefined1","1","JFramework"
"nextTick$2569","803f73a0","undefined4","4","JFramework"
"DAT_803f73a4","803f73a4","undefined4","4","Global"
"init$2570","803f73a8","undefined1","1","JFramework"
"nextCount$2577","803f73ac","undefined4","4","JFramework"
"init$2578","803f73b0","undefined1","1","JFramework"
"pEmtrInfo","803f73b8","JPAEmitterInfo *","4","JPAFieldData"
"pcb","803f73c0","JPADrawSetupTev *","4","JPADrawContext"
"soOutput_none_","803f73c8","undefined1","1","JStudio::TVariableValue"
"@564","803f73d0","undefined1","1","JStudio"
"init$1090","803f73d8","undefined1","1","JStudio_JAudio"
"soVVOOn_BEGIN_FADE_IN_","803f73dc","undefined1","1","JStudio_JAudio::TAdaptor_sound"
"soVVOOn_END_FADE_OUT_","803f73e0","undefined1","1","JStudio_JAudio::TAdaptor_sound"
"init$1384","803f73e8","undefined1","1","JStudio_JParticle"
"soVVOOn_BEGIN_FADE_IN_","803f73ec","undefined1","1","JStudio_JParticle::TAdaptor_particle"
"soVVOOn_END_FADE_OUT_","803f73f0","undefined1","1","JStudio_JParticle::TAdaptor_particle"
"JASC_SINTABLE","803f73f8","undefined1","1","JASystem::Calc"
"JASC_DOL2TABLE","803f73fc","undefined1","1","JASystem::Calc"
"JASUniversalDacCounter","803f7400","undefined1","1","JASystem::Kernel"
"lastRspMadep","803f7404","undefined1","1","JASystem::Kernel"
"useRspMadep","803f7408","undefined1","1","JASystem::Kernel"
"vframeWorkRunning","803f740c","undefined1","1","JASystem::Kernel"
"dacCallbackFunc","803f7410","undefined1","1","JASystem::Kernel"
"JASVframeCounter","803f7414","undefined1","1","JASystem::Kernel"
"extMixCallback","803f7418","pointer","4","JASystem::Kernel"
"extMixMode","803f741c","undefined1","1","JASystem::Kernel"
"dacp$389","803f7420","undefined4","4","JAudio"
"init$390","803f7424","undefined1","1","JAudio"
"sThread","803f7428","undefined1","1","JASystem::Dvd"
"callList","803f7430","undefined1","1","JASystem::Kernel"
"callbackInit","803f7434","undefined1","1","JASystem::Kernel"
"gOutputRate","803f7438","undefined1","1","JASystem::Kernel"
"gAiSetting","803f743c","undefined1","1","JASystem::Kernel"
"useHardStreaming","803f7440","undefined1","1","JASystem::HardStream"
"streamFiles","803f7444","undefined1","1","JASystem::HardStream"
"playList","803f7448","undefined1","1","JASystem::HardStream"
"cur_finfo$823","803f744c","undefined4","4","JAudio"
"init$824","803f7450","undefined1","1","JAudio"
"cur_addr_cmd$829","803f7451","undefined1","1","JAudio"
"init$830","803f7452","undefined1","1","JAudio"
"last_frame$988","803f7454","undefined4","4","JAudio"
"init$989","803f7458","undefined1","1","JAudio"
"JASDram","803f7470","undefined4","4","JAudio"
"audioAramTop","803f7474","undefined1","1","JASystem::Kernel"
"CARD_SECURITY_BUFFER","803f7478","undefined1","1","JASystem::Kernel"
"sV0$648","803f7480","undefined4","4","JAudio"
"init$649","803f7484","undefined1","1","JAudio"
"sV1$651","803f7488","undefined4","4","JAudio"
"init$652","803f748c","undefined1","1","JAudio"
"sCallBackFunc","803f7490","undefined1","1","JASystem::TTrack"
"sParser","803f7494","undefined1","1","JASystem::TTrack"
"sFreeList","803f7498","undefined1","1","JASystem::TTrack"
"sCurrentHeap","803f74a0","undefined1","1","JASystem::TBank"
"sCurrentHeap","803f74a8","undefined1","1","JASystem::TWaveBank"
"oscp$651","803f74b0","undefined4","4","JAudio"
"init$652","803f74b4","undefined1","1","JAudio"
"init$584","803f74b8","undefined1","1","JAudio"
"oRandom$583","803f74bc","undefined4","4","JAudio"
"sUsedHeapSize","803f74c0","undefined1","1","JASystem::WSParser"
"sUsedHeapSize","803f74c8","undefined1","1","JASystem::BNKParser"
"sTableSize","803f74d0","undefined1","1","JASystem::WaveBankMgr"
"sWaveBank","803f74d4","undefined1","1","JASystem::WaveBankMgr"
"sTableSize","803f74d8","undefined1","1","JASystem::BankMgr"
"sBankArray","803f74dc","undefined1","1","JASystem::BankMgr"
"sVir2PhyTable","803f74e0","undefined1","1","JASystem::BankMgr"
"sAudioprocMQInit","803f74e8","undefined1","1","JASystem::TAudioThread"
"sbIsPrioritySet","803f74ec","undefined1","1","JASystem::TAudioThread"
"sDSPPrio","803f74f0","undefined1","1","JASystem::TAudioThread"
"sDVDPrio","803f74f4","undefined1","1","JASystem::TAudioThread"
"snIntCount","803f74f8","undefined1","1","JASystem::TAudioThread"
"sbIsDSPBoot","803f74fc","undefined1","1","JASystem::TAudioThread"
"first$357","803f7500","undefined4","4","JAudio"
"init$358","803f7504","undefined1","1","JAudio"
"isInit","803f7508","undefined1","1","JASystem::TDSP_DACBuffer"
"dsp_buf","803f750c","undefined1","1","JASystem::TDSP_DACBuffer"
"writeBuffer","803f7510","undefined1","1","JASystem::TDSP_DACBuffer"
"readBuffer","803f7511","undefined1","1","JASystem::TDSP_DACBuffer"
"dspStatus","803f7512","undefined1","1","JASystem::TDSP_DACBuffer"
"dacSyncCounter","803f7514","undefined1","1","JASystem::TDSP_DACBuffer"
"callback","803f7518","undefined1","1","JASystem::TDSP_DACBuffer"
"DSPCH","803f7520","undefined1","1","JASystem::TDSPChannel"
"smnUse","803f7524","undefined1","1","JASystem::TDSPChannel"
"first$417","803f7528","undefined4","4","JAudio"
"init$418","803f752c","undefined1","1","JAudio"
"old_time","803f7530","undefined1","1","JASystem"
"CH_BUF","803f7538","undefined1","1","JASystem::DSPInterface"
"FX_BUF","803f753c","undefined1","1","JASystem::DSPInterface"
"sDSPVolume","803f7540","undefined1","1","JASystem::DSPInterface"
"sChannelMgr","803f7548","undefined1","1","JASystem::TGlobalChannel"
"sChannel","803f754c","undefined1","1","JASystem::TGlobalChannel"
