"Label","Location","Type","Size","Namespace"
"DAT_80000000","80000000","undefined1","1","Global"
"DAT_80000001","80000001","undefined1","1","Global"
"DAT_80000002","80000002","undefined1","1","Global"
"DAT_80000003","80000003","undefined1","1","Global"
"DAT_80000004","80000004","undefined1","1","Global"
"DAT_80000005","80000005","undefined1","1","Global"
"DAT_80000006","80000006","undefined1","1","Global"
"DAT_80000007","80000007","undefined1","1","Global"
"DAT_80000008","80000008","undefined1","1","Global"
"DAT_80000028","80000028","undefined4","4","Global"
"DAT_80000034","80000034","undefined4","4","Global"
"DAT_80000038","80000038","undefined4","4","Global"
"DAT_8000003c","8000003c","undefined4","4","Global"
"DAT_80000044","80000044","undefined4","4","Global"
"DAT_80000048","80000048","undefined4","4","Global"
"DAT_80000060","80000060","undefined4","4","Global"
"DAT_800000c0","800000c0","undefined4","4","Global"
"DAT_800000c4","800000c4","undefined4","4","Global"
"DAT_800000c8","800000c8","undefined4","4","Global"
"DAT_800000cc","800000cc","undefined4","4","Global"
"DAT_800000d4","800000d4","undefined4","4","Global"
"DAT_800000d8","800000d8","undefined4","4","Global"
"DAT_800000dc","800000dc","undefined4","4","Global"
"DAT_800000e0","800000e0","undefined4","4","Global"
"DAT_800000e4","800000e4","undefined4","4","Global"
"DAT_800000f0","800000f0","undefined4","4","Global"
"DAT_800000f4","800000f4","undefined4","4","Global"
"DAT_800000f8","800000f8","undefined4","4","Global"
"DAT_800030c0","800030c0","undefined4","4","Global"
"DAT_800030c4","800030c4","undefined4","4","Global"
"DAT_800030c8","800030c8","undefined4","4","Global"
"DAT_800030cc","800030cc","undefined4","4","Global"
"DAT_800030d0","800030d0","undefined4","4","Global"
"DAT_800030d8","800030d8","undefined4","4","Global"
"DAT_800030dc","800030dc","undefined4","4","Global"
"DAT_800030e0","800030e0","undefined2","2","Global"
"DAT_800030e2","800030e2","undefined1","1","Global"
"DAT_800030e3","800030e3","undefined1","1","Global"
"DAT_800030e4","800030e4","undefined2","2","Global"
"DAT_800030e6","800030e6","undefined2","2","Global"
"DAT_800030e8","800030e8","undefined4","4","Global"
"PTR_FUN_8000556c","8000556c","pointer","4","Global"
"PTR_FUN_80005570","80005570","pointer","4","Global"
"DAT_80005574","80005574","undefined4","4","Global"
"DAT_80005580","80005580","undefined4","4","Global"
"PTR_mainThread_800055f0","800055f0","pointer","4","Global"
"DAT_800055f4","800055f4","undefined4","4","Global"
"DAT_800055fc","800055fc","undefined4","4","Global"
"@206","80005680","pointer","4","Runtime.PPCEABI.H"
"PTR_@206_800056bc","800056bc","pointer","4","Global"
"__init_cpp_exceptions_reference","80338680","pointer","4","Runtime.PPCEABI.H"
"PTR___sinit_m_Do_audio_cpp_80338684","80338684","undefined *","4","Global"
"","80338688","undefined *","4",""
"","8033868c","undefined *","4",""
"","80338690","undefined *","4",""
"","80338694","undefined *","4",""
"","80338698","undefined *","4",""
"","8033869c","undefined *","4",""
"","803386a0","undefined *","4",""
"","803386a4","undefined *","4",""
"","803386a8","undefined *","4",""
"","803386ac","undefined *","4",""
"","803386b0","undefined *","4",""
"","803386b4","undefined *","4",""
"","803386b8","undefined *","4",""
"","803386bc","undefined *","4",""
"","803386c0","undefined *","4",""
"","803386c4","undefined *","4",""
"","803386c8","undefined *","4",""
"","803386cc","undefined *","4",""
"","803386d0","undefined *","4",""
"","803386d4","undefined *","4",""
"","803386d8","undefined *","4",""
"","803386dc","undefined *","4",""
"","803386e0","undefined *","4",""
"","803386e4","undefined *","4",""
"","803386e8","undefined *","4",""
"","803386ec","undefined *","4",""
"","803386f0","undefined *","4",""
"","803386f4","undefined *","4",""
"","803386f8","undefined *","4",""
"","803386fc","undefined *","4",""
"","80338700","undefined *","4",""
"","80338704","undefined *","4",""
"","80338708","undefined *","4",""
"","8033870c","undefined *","4",""
"","80338710","undefined *","4",""
"","80338714","undefined *","4",""
"","80338718","undefined *","4",""
"","8033871c","undefined *","4",""
"","80338720","undefined *","4",""
"","80338724","undefined *","4",""
"","80338728","undefined *","4",""
"","8033872c","undefined *","4",""
"","80338730","undefined *","4",""
"","80338734","undefined *","4",""
"","80338738","undefined *","4",""
"","8033873c","undefined *","4",""
"","80338740","undefined *","4",""
"","80338744","undefined *","4",""
"","80338748","undefined *","4",""
"","8033874c","undefined *","4",""
"","80338750","undefined *","4",""
"","80338754","undefined *","4",""
"","80338758","undefined *","4",""
"","8033875c","undefined *","4",""
"","80338760","undefined *","4",""
"","80338764","undefined *","4",""
"","80338768","undefined *","4",""
"","8033876c","undefined *","4",""
"","80338770","undefined *","4",""
"","80338774","undefined *","4",""
"","80338778","undefined *","4",""
"","8033877c","undefined *","4",""
"","80338780","undefined *","4",""
"","80338784","undefined *","4",""
"","80338788","undefined *","4",""
"","8033878c","undefined *","4",""
"","80338790","undefined *","4",""
"","80338794","undefined *","4",""
"","80338798","undefined *","4",""
"","8033879c","undefined *","4",""
"","803387a0","undefined *","4",""
"","803387a4","undefined *","4",""
"","803387a8","undefined *","4",""
"","803387ac","undefined *","4",""
"","803387b0","undefined *","4",""
"","803387b4","undefined *","4",""
"","803387b8","undefined *","4",""
"","803387bc","undefined *","4",""
"","803387c0","undefined *","4",""
"","803387c4","undefined *","4",""
"","803387c8","undefined *","4",""
"","803387cc","undefined *","4",""
"","803387d0","undefined *","4",""
"","803387d4","undefined *","4",""
"","803387d8","undefined *","4",""
"","803387dc","undefined *","4",""
"","803387e0","undefined *","4",""
"","803387e4","undefined *","4",""
"","803387e8","undefined *","4",""
"","803387ec","undefined *","4",""
"","803387f0","undefined *","4",""
"","803387f4","undefined *","4",""
"","803387f8","undefined *","4",""
"","803387fc","undefined *","4",""
"","80338800","undefined *","4",""
"","80338804","undefined *","4",""
"","80338808","undefined *","4",""
"","8033880c","undefined *","4",""
"__destroy_global_chain_reference","80338820","pointer","4","Runtime.PPCEABI.H"
"__fini_cpp_exceptions_reference","80338824","pointer","4","Runtime.PPCEABI.H"
"@stringBase0","80338840","string","10","m_Do_main"
"s_System_8033887b","8033887b","string","7","Global"
"s_Zelda_80338882","80338882","string","6","Global"
"s_Archive_8033888d","8033888d","string","8","Global"
"s_Command_80338895","80338895","string","8","Global"
"s_[%sName]_8033889d","8033889d","string","9","Global"
"s_HeapSize_%8ld_803388a6","803388a6","string","22","Global"
"s_TargetHeapSize_%8ld_803388bc","803388bc","string","22","Global"
"s_TotalFree_%8ld_803388d2","803388d2","string","22","Global"
"s_FreeSize_%8ld_803388e8","803388e8","string","22","Global"
"s_TotalUsedSize_%8ld_803388fe","803388fe","string","22","Global"
"s_TotalUsedRate_%3ld%%_80338914","80338914","string","28","Global"
"s_MaxTotalUsedSize_%8ld_80338930","80338930","string","22","Global"
"s_MaxTotalUsedRate_%3ld%%_80338946","80338946","string","28","Global"
"s_MinFreeSize_%8ld_80338962","80338962","string","22","Global"
"s_MinFreeRate_%3ld%%_80338978","80338978","string","28","Global"
"s_UsedCount_%3ld%_80338994","80338994","string","28","Global"
"s_TotalFree_803389b0","803389b0","string","10","Global"
"s_MaxUsed_803389ba","803389ba","string","10","Global"
"s_Used_803389c4","803389c4","string","10","Global"
"s_RelUsed_803389ce","803389ce","string","10","Global"
"s_/_MaxFree_803389d8","803389d8","string","10","Global"
"s_/HeapSize_803389e2","803389e2","string","10","Global"
"s_Blk/Bytes_803389ec","803389ec","string","10","Global"
"s_ARAM_Free_803389f6","803389f6","string","10","Global"
"s_m_Do_main.cpp_80338a03","80338a03","string","14","Global"
"s_mHeapBriefType_<_HeapCheckTableN_80338a11","80338a11","string","35","Global"
"s__[%s]_80338a3c","80338a3c","string","6","Global"
"s_Press_X+Y+START_to_CLEAR_console_80338a47","80338a47","string","34","Global"
"s_3DStick_UP/Down_to_scroll_80338a69","80338a69","string","26","Global"
"s_Press_A_to_output_terminal_from_c_80338a83","80338a83","string","41","Global"
"","80338ab3","string","24",""
"s_Press_L+R_trigger_to_control_con_80338acb","80338acb","string","38","Global"
"s_Press_[Z]_trigger_to_close_this_w_80338af1","80338af1","string","40","Global"
"s_/COPYDATE_80338b19","80338b19","string","10","Global"
"s__%08x_80338b32","80338b32","string","6","Global"
"","80338b3b","string","32",""
"s__in_\"%s\"_on_line_%d._80338b8d","80338b8d","string","22","Global"
"s__Address:_Back_Chain_LR_Save_80338ba3","80338ba3","string","38","Global"
"s_0x%08x:_0x%08x_0x%08x_80338bc9","80338bc9","string","28","Global"
"@stringBase0","80338be8","string","15","m_Do_audio"
"s_mDoAud_StreamBufferPointer_==_0_80338bf7","80338bf7","string","32","Global"
"s_mDoAud_audioStreamHeap_==_0_80338c1c","80338c1c","string","28","Global"
"s_mDoAud_StreamBufferPointer_80338c38","80338c38","string","27","Global"
"s_success_80338c53","80338c53","string","8","Global"
"s_/Audiores/JaiInit.aaf_80338c5b","80338c5b","string","22","Global"
"@stringBase0","80338ca8","string","17","m_Do_graphic"
"s_faderPtr_!=_0_80338cb9","80338cb9","string","14","Global"
"s_mHeap[0]_!=_0_80338ccc","80338ccc","string","14","Global"
"s_mHeap[1]_!=_0_80338cda","80338cda","string","14","Global"
"s_16_<=_i8low_&&_i8high_<=_235_80338ce8","80338ce8","string","29","Global"
"s_oldcb_==_mCaptureGXDrawSyncCallb_80338d05","80338d05","string","36","Global"
"s_mCaptureOldCB_==_0_80338d41","80338d41","string","19","Global"
"s_GTower_80338d54","80338d54","string","7","Global"
"@stringBase0","80338d60","string","11","m_Do_machine"
"s_ZeldaHeap_80338d6b","80338d6b","string","10","Global"
"s_GameHeap_80338d75","80338d75","string","9","Global"
"s_ArchiveHeap_80338d7e","80338d7e","string","12","Global"
"s_CommandHeap_80338d8a","80338d8a","string","12","Global"
"s_ASTH_80338d96","80338d96","TerminatedCString","5","Global"
"s_EXPH_80338d9b","80338d9b","TerminatedCString","5","Global"
"s_SLID_80338da0","80338da0","TerminatedCString","5","Global"
"s_STDH_80338da5","80338da5","TerminatedCString","5","Global"
"s_UNIT_80338daa","80338daa","TerminatedCString","5","Global"
"s_(Null)_80338daf","80338daf","string","7","Global"
"s_Error:_Cannot_allocate_memory_%d_80338db6","80338db6","string","75","Global"
"s_FreeSize=%08x_TotalFreeSize=%08x_80338e01","80338e01","string","75","Global"
"s_error_in_%08x(%s)_80338e4c","80338e4c","string","19","Global"
"s_PUSH_START_BUTTON_TO_ADDITIONAL_I_80338eee","80338eee","string","44","Global"
"s_--------------------------------_80338f1a","80338f1a","string","40","Global"
"s_JFWSystem.h_80338f42","80338f42","string","12","Global"
"s_sInitCalled_==_0_80338f4e","80338f4e","string","17","Global"
"s_m_Do_machine.cpp_80338f64","80338f64","string","17","Global"
"s_size_>_0_80338f75","80338f75","string","9","Global"
"s_/maps/framework.map_80338f7e","80338f7e","string","20","Global"
"@stringBase0","80338f98","string","13","m_Do_mtx"
"s_next_<_end_80338fa5","80338fa5","string","11","Global"
"s_next_>_buffer_80338fb5","80338fb5","string","14","Global"
"fontdata$8635","80338fc8","string","22","m_Do_ext"
"fontdata$8668","80338fe0","string","11","m_Do_ext"
"s_m_Do_ext.cpp_80339008","80339008","string","13","Global"
"s_i_modify_||_isCurrentSolidHeap()_80339015","80339015","string","33","Global"
"s_mFrameCtrl_!=_0_8033903b","8033903b","string","16","Global"
"s_i_matTable_!=_0_&&_i_bpk_!=_0_8033904b","8033904b","string","30","Global"
"s_mUpdateMaterialNum_80339069","80339069","string","19","Global"
"s_updateMaterialNum_<=_mUpdateMate_8033907c","8033907c","string","40","Global"
"s_i_matTable_!=_0_&&_i_btp_!=_0_803390a4","803390a4","string","30","Global"
"s_i_matTable_!=_0_&&_i_btk_!=_0_803390c2","803390c2","string","30","Global"
"s_i_matTable_!=_0_&&_i_brk_!=_0_803390e0","803390e0","string","30","Global"
"s_CRegUpdateMaterialNum_<=_mCRegUp_803390fe","803390fe","string","48","Global"
"s_KRegUpdateMaterialNum_<=_mKRegUp_8033912e","8033912e","string","48","Global"
"s_i_model_!=_0_&&_i_bva_!=_0_8033915e","8033915e","string","27","Global"
"s_i_bck_!=_0_80339179","80339179","string","11","Global"
"s_mAnm_!=_0_80339184","80339184","string","10","Global"
"s_gameHeap_==_0_||_heapSize_==_0_8033918e","8033918e","string","31","Global"
"s_zeldaHeap_==_0_||_heapSize_==_0_803391ad","803391ad","string","32","Global"
"s_commandHeap_==_0_||_heapSize_==_0_803391cd","803391cd","string","34","Global"
"s_archiveHeap_==_0_||_heapSize_==_0_803391ef","803391ef","string","34","Global"
"","80339211","string","36",""
"","80339235","string","25",""
"","8033924e","string","14",""
"","8033925c","string","20",""
"","80339270","string","22",""
"s_OSGetCurrentThread()_==_&mainThr_80339286","80339286","string","36","Global"
"s_mDoExt_SaveCurrentHeap_==_0_803392aa","803392aa","string","28","Global"
"s_heap_!=_0_803392c6","803392c6","string","10","Global"
"s_mDoExt_SaveCurrentHeap_!=_0_803392d0","803392d0","string","28","Global"
"s_size_p_!=_0_803392ec","803392ec","string","12","Global"
"s_mDoExt_font_==_0_803392f8","803392f8","string","17","Global"
"s_mDoExt_resfont_==_0_80339309","80339309","string","20","Global"
"s_mDoExt_resfont_!=_0_8033931d","8033931d","string","20","Global"
"s_mDoExt_font_!=_0_8033935e","8033935e","string","17","Global"
"s_mDoExt_font0_getCount_>_0_8033936f","8033936f","string","26","Global"
"s_mDoExt_font1_getCount_>_0_80339389","80339389","string","26","Global"
"@stringBase0","803393a8","string","13","m_Do_lib"
"s_o_tlutObj_!=_0_803393b5","803393b5","string","15","Global"
"@stringBase0","80339498","string","20","m_Do_dvd_thread"
"s_can't_open:[%s]_803394ac","803394ac","string","17","Global"
"s_mDoDvdThd_param_c::mainLoop()_803394bd","803394bd","TerminatedCString","62","Global"
"s_mDoDvdThd_mountArchive_c::execut_803394fb","803394fb","TerminatedCString","48","Global"
"s_mDoDvdThd_mountArchive_c::execut_8033952b","8033952b","TerminatedCString","66","Global"
"s_mDoDvdThd_mountArchive_c::execut_8033956d","8033956d","TerminatedCString","64","Global"
"","803395ad","string","14",""
"","803395bb","TerminatedCString","5",""
"","803395c0","string","8",""
"","803395c8","TerminatedCString","52",""
"","803395fc","TerminatedCString","54",""
"","80339632","string","6",""
"","80339638","string","9",""
"","80339641","TerminatedCString","55",""
"","80339678","string","16",""
"@stringBase0","80339688","string","8","m_Do_MemCard"
"@stringBase0","80339690","string","22","m_Do_MemCardRWmng"
"s_%d/%d_Save_Data_803396a6","803396a6","string","16","Global"
"s_/res/CardIcon/cardicon.arc_803396b6","803396b6","string","27","Global"
"","803396d1","string","15",""
"","803396e0","string","16",""
"@stringBase0","803396f0","undefined4","4","m_Do_ext::m_Do_gba_com"
"@stringBase0","803396f8","string","40","m_Do_machine_exception"
"s_--_Heap_Free_/_TotalFree_(KB)_--_80339720","80339720","string","34","Global"
"s__Zelda_%5d_/_%5d_80339742","80339742","string","19","Global"
"s__Game_%5d_/_%5d_80339755","80339755","string","19","Global"
"s_Archive_%5d_/_%5d_80339768","80339768","string","19","Global"
"s_--------------------------------_8033977b","8033977b","string","34","Global"
"s_Start_StageName:RoomNo_[%s:%d]_8033979d","8033979d","string","32","Global"
"s_-------------_Date_Infomation_--_803397bd","803397bd","string","41","Global"
"s__FINAL_VERSION_803397e6","803397e6","string","16","Global"
"s_COMPILE_USER:_FINAL_803397f6","803397f6","string","21","Global"
"s_COPYDATE_:_%17s_8033980b","8033980b","string","19","Global"
"s_PowerOnTime:_%04d/%2d/%2d_%2d:%2_8033981e","8033981e","string","49","Global"
"s_HungUpTime_:_%04d/%2d/%2d_%2d:%2_8033984f","8033984f","string","49","Global"
"s_PlayTime_:_%4d_days\,_%2d:%2d:%2d_80339880","80339880","string","46","Global"
"s_--------------------------------_803398ae","803398ae","string","41","Global"
"DynamicNameTable","803398d8","DynamicNameTableEntry[430]","3440","c_dylink"
"@stringBase0","8033a648","TerminatedCString","11","c_dylink"
"","8033a653","TerminatedCString","13",""
"s_d_a_obj_swpush_8033a660","8033a660","TerminatedCString","15","Global"
"","8033a66f","TerminatedCString","16",""
"","8033a67f","TerminatedCString","15",""
"s_d_a_obj_swlight_8033a68e","8033a68e","TerminatedCString","16","Global"
"","8033a69e","TerminatedCString","17",""
"","8033a6af","TerminatedCString","14",""
"s_d_a_obj_drift_8033a6bd","8033a6bd","TerminatedCString","14","Global"
"","8033a6cb","TerminatedCString","16",""
"","8033a6db","TerminatedCString","11",""
"s_d_a_obj_pbco_8033a6e6","8033a6e6","TerminatedCString","13","Global"
"","8033a6f3","TerminatedCString","11",""
"","8033a6fe","TerminatedCString","13",""
"s_d_a_hmlif_8033a70b","8033a70b","TerminatedCString","10","Global"
"","8033a715","TerminatedCString","17",""
"","8033a726","TerminatedCString","18",""
"s_d_a_obj_movebox_8033a738","8033a738","TerminatedCString","16","Global"
"","8033a748","TerminatedCString","15",""
"","8033a757","TerminatedCString","14",""
"s_d_a_obj_hlift_8033a765","8033a765","TerminatedCString","14","Global"
"","8033a773","TerminatedCString","14",""
"","8033a781","TerminatedCString","14",""
"s_d_a_obj_hami4_8033a78f","8033a78f","TerminatedCString","14","Global"
"","8033a79d","TerminatedCString","14",""
"","8033a7ab","TerminatedCString","16",""
"s_d_a_obj_vmc_8033a7bb","8033a7bb","TerminatedCString","12","Global"
"","8033a7c7","TerminatedCString","15",""
"","8033a7d6","TerminatedCString","13",""
"s_d_a_obj_iceisland_8033a7e3","8033a7e3","TerminatedCString","18","Global"
"","8033a7f5","TerminatedCString","19",""
"","8033a808","TerminatedCString","19",""
"s_d_a_obj_tousekiki_8033a81b","8033a81b","TerminatedCString","18","Global"
"","8033a82d","TerminatedCString","12",""
"","8033a839","TerminatedCString","9",""
"s_d_a_canon_8033a842","8033a842","TerminatedCString","10","Global"
"","8033a84c","TerminatedCString","15",""
"","8033a85b","TerminatedCString","14",""
"s_d_a_obj_otble_8033a869","8033a869","TerminatedCString","14","Global"
"","8033a877","TerminatedCString","14",""
"","8033a885","TerminatedCString","17",""
"s_d_a_obj_ikada_8033a896","8033a896","TerminatedCString","14","Global"
"","8033a8a4","TerminatedCString","20",""
"","8033a8b8","TerminatedCString","14",""
"s_d_a_obj_hole_8033a8c6","8033a8c6","TerminatedCString","13","Global"
"","8033a8d3","TerminatedCString","14",""
"","8033a8e1","TerminatedCString","14",""
"s_d_a_obj_mtest_8033a8ef","8033a8ef","TerminatedCString","14","Global"
"","8033a8fd","TerminatedCString","13",""
"","8033a90a","TerminatedCString","14",""
"s_d_a_obj_mknjd_8033a918","8033a918","TerminatedCString","14","Global"
"","8033a926","TerminatedCString","14",""
"","8033a934","TerminatedCString","18",""
"s_d_a_obj_msdan2_8033a946","8033a946","TerminatedCString","15","Global"
"","8033a955","TerminatedCString","19",""
"","8033a968","TerminatedCString","13",""
"s_d_a_obj_ojtree_8033a975","8033a975","TerminatedCString","15","Global"
"","8033a984","TerminatedCString","15",""
"","8033a993","TerminatedCString","15",""
"s_d_a_obj_smplbg_8033a9a2","8033a9a2","TerminatedCString","15","Global"
"","8033a9b1","TerminatedCString","14",""
"","8033a9bf","TerminatedCString","14",""
"s_d_a_bridge_8033a9cd","8033a9cd","TerminatedCString","11","Global"
"","8033a9d8","TerminatedCString","8",""
"","8033a9e0","TerminatedCString","10",""
"s_d_a_klft_8033a9ea","8033a9ea","TerminatedCString","9","Global"
"","8033a9f3","TerminatedCString","12",""
"","8033a9ff","TerminatedCString","12",""
"s_d_a_pedestal_8033aa0b","8033aa0b","TerminatedCString","13","Global"
"","8033aa18","TerminatedCString","10",""
"","8033aa22","TerminatedCString","9",""
"s_d_a_kokiie_8033aa2b","8033aa2b","TerminatedCString","11","Global"
"","8033aa36","TerminatedCString","10",""
"","8033aa40","TerminatedCString","9",""
"s_d_a_sk_8033aa49","8033aa49","TerminatedCString","7","Global"
"","8033aa50","TerminatedCString","8",""
"","8033aa58","TerminatedCString","8",""
"s_d_a_warpf_8033aa60","8033aa60","TerminatedCString","10","Global"
"","8033aa6a","TerminatedCString","13",""
"","8033aa77","TerminatedCString","11",""
"s_d_a_warphr_8033aa82","8033aa82","TerminatedCString","11","Global"
"","8033aa8d","TerminatedCString","13",""
"","8033aa9a","TerminatedCString","11",""
"s_d_a_warpmj_8033aaa5","8033aaa5","TerminatedCString","11","Global"
"","8033aab0","TerminatedCString","20",""
"","8033aac4","TerminatedCString","12",""
"s_d_a_shutter2_8033aad0","8033aad0","TerminatedCString","13","Global"
"","8033aadd","TerminatedCString","13",""
"","8033aaea","TerminatedCString","11",""
"s_d_a_npc_de1_8033aaf5","8033aaf5","TerminatedCString","12","Global"
"","8033ab01","TerminatedCString","11",""
"","8033ab0c","TerminatedCString","11",""
"s_d_a_fm_8033ab17","8033ab17","TerminatedCString","7","Global"
"","8033ab1e","TerminatedCString","13",""
"","8033ab2b","TerminatedCString","14",""
"s_d_a_toge_8033ab39","8033ab39","TerminatedCString","9","Global"
"","8033ab42","TerminatedCString","15",""
"","8033ab51","TerminatedCString","14",""
"s_d_a_obj_gaship_8033ab5f","8033ab5f","TerminatedCString","15","Global"
"","8033ab6e","TerminatedCString","15",""
"","8033ab7d","TerminatedCString","16",""
"s_d_a_obj_light_8033ab8d","8033ab8d","TerminatedCString","14","Global"
"","8033ab9b","TerminatedCString","14",""
"","8033aba9","TerminatedCString","19",""
"s_d_a_obj_ftree_8033abbc","8033abbc","TerminatedCString","14","Global"
"","8033abca","TerminatedCString","12",""
"","8033abd6","TerminatedCString","14",""
"s_d_a_obj_ajav_8033abe4","8033abe4","TerminatedCString","13","Global"
"","8033abf1","TerminatedCString","13",""
"","8033abfe","TerminatedCString","12",""
"s_d_a_obj_htetu1_8033ac0a","8033ac0a","TerminatedCString","15","Global"
"","8033ac19","TerminatedCString","21",""
"","8033ac2e","TerminatedCString","21",""
"s_d_a_obj_gnnbtltaki_8033ac43","8033ac43","TerminatedCString","19","Global"
"","8033ac56","TerminatedCString","15",""
"","8033ac65","TerminatedCString","15",""
"s_d_a_obj_AjavW_8033ac74","8033ac74","TerminatedCString","14","Global"
"","8033ac82","TerminatedCString","15",""
"","8033ac91","TerminatedCString","14",""
"s_d_a_obj_ganonbed_8033ac9f","8033ac9f","TerminatedCString","17","Global"
"","8033acb0","TerminatedCString","14",""
"","8033acbe","TerminatedCString","15",""
"s_d_a_obj_ohatch_8033accd","8033accd","TerminatedCString","15","Global"
"","8033acdc","TerminatedCString","13",""
"","8033ace9","TerminatedCString","16",""
"s_d_a_obj_bscurtain_8033acf9","8033acf9","TerminatedCString","18","Global"
"","8033ad0b","TerminatedCString","16",""
"","8033ad1b","TerminatedCString","15",""
"s_d_a_obj_vmsms_8033ad2a","8033ad2a","TerminatedCString","14","Global"
"","8033ad38","TerminatedCString","14",""
"","8033ad46","TerminatedCString","10",""
"s_d_a_obj_vgnfd_8033ad50","8033ad50","TerminatedCString","14","Global"
"","8033ad5e","TerminatedCString","15",""
"","8033ad6d","TerminatedCString","15",""
"s_d_a_obj_ekskz_8033ad7c","8033ad7c","TerminatedCString","14","Global"
"","8033ad8a","TerminatedCString","15",""
"","8033ad99","TerminatedCString","14",""
"s_d_a_obj_aygr_8033ada7","8033ada7","TerminatedCString","13","Global"
"","8033adb4","TerminatedCString","9",""
"","8033adbd","TerminatedCString","13",""
"s_d_a_npc_mk_8033adca","8033adca","TerminatedCString","11","Global"
"","8033add5","TerminatedCString","9",""
"","8033adde","TerminatedCString","16",""
"s_d_a_majuu_flag_8033adee","8033adee","TerminatedCString","15","Global"
"","8033adfd","TerminatedCString","14",""
"","8033ae0b","TerminatedCString","13",""
"s_d_a_syan_8033ae18","8033ae18","TerminatedCString","9","Global"
"","8033ae21","TerminatedCString","14",""
"","8033ae2f","TerminatedCString","10",""
"s_d_a_rectangle_8033ae39","8033ae39","TerminatedCString","14","Global"
"","8033ae47","TerminatedCString","7",""
"","8033ae4e","TerminatedCString","11",""
"s_d_a_hitobj_8033ae59","8033ae59","TerminatedCString","11","Global"
"","8033ae64","TerminatedCString","7",""
"","8033ae6b","TerminatedCString","7",""
"s_d_a_lamp_8033ae72","8033ae72","TerminatedCString","9","Global"
"","8033ae7b","TerminatedCString","7",""
"","8033ae82","TerminatedCString","8",""
"s_d_a_bk_8033ae8a","8033ae8a","TerminatedCString","7","Global"
"","8033ae91","TerminatedCString","7",""
"","8033ae98","TerminatedCString","7",""
"s_d_a_mant_8033ae9f","8033ae9f","TerminatedCString","9","Global"
"","8033aea8","TerminatedCString","12",""
"","8033aeb4","TerminatedCString","11",""
"s_d_a_npc_kamome_8033aebf","8033aebf","TerminatedCString","15","Global"
"","8033aece","TerminatedCString","10",""
"","8033aed8","TerminatedCString","13",""
"s_d_a_nz_8033aee5","8033aee5","TerminatedCString","7","Global"
"","8033aeec","TerminatedCString","8",""
"","8033aef4","TerminatedCString","7",""
"s_d_a_demo_dk_8033aefb","8033aefb","TerminatedCString","12","Global"
"","8033af07","TerminatedCString","7",""
"","8033af0e","TerminatedCString","8",""
"s_d_a_gm_8033af16","8033af16","TerminatedCString","7","Global"
"","8033af1d","TerminatedCString","7",""
"","8033af24","TerminatedCString","7",""
"s_d_a_bl_8033af2b","8033af2b","TerminatedCString","7","Global"
"","8033af32","TerminatedCString","7",""
"","8033af39","TerminatedCString","7",""
"s_d_a_pz_8033af40","8033af40","TerminatedCString","7","Global"
"","8033af47","TerminatedCString","8",""
"","8033af4f","TerminatedCString","7",""
"s_d_a_jbo_8033af56","8033af56","TerminatedCString","8","Global"
"","8033af5e","TerminatedCString","7",""
"","8033af65","TerminatedCString","7",""
"s_d_a_mt_8033af6c","8033af6c","TerminatedCString","7","Global"
"","8033af73","TerminatedCString","8",""
"","8033af7b","TerminatedCString","9",""
"s_d_a_bwdg_8033af84","8033af84","TerminatedCString","9","Global"
"","8033af8d","TerminatedCString","7",""
"","8033af94","TerminatedCString","7",""
"s_d_a_dr2_8033af9b","8033af9b","TerminatedCString","8","Global"
"","8033afa3","TerminatedCString","7",""
"","8033afaa","TerminatedCString","12",""
"s_d_a_daiocta_eye_8033afb6","8033afb6","TerminatedCString","16","Global"
"","8033afc6","TerminatedCString","7",""
"","8033afcd","TerminatedCString","7",""
"s_d_a_gy_ctrl_8033afd4","8033afd4","TerminatedCString","12","Global"
"","8033afe0","TerminatedCString","14",""
"s_d_a_beam_8033afee","8033afee","TerminatedCString","9","Global"
"","8033aff7","TerminatedCString","14",""
"","8033b005","TerminatedCString","8",""
"s_d_a_bmd_8033b00d","8033b00d","TerminatedCString","8","Global"
"","8033b015","TerminatedCString","12",""
"","8033b021","TerminatedCString","12",""
"s_d_a_dk_8033b02d","8033b02d","TerminatedCString","7","Global"
"","8033b034","TerminatedCString","8",""
"","8033b03c","TerminatedCString","11",""
"s_d_a_bst_8033b047","8033b047","TerminatedCString","8","Global"
"","8033b04f","TerminatedCString","11",""
"","8033b05a","TerminatedCString","12",""
"s_d_a_bgn_8033b066","8033b066","TerminatedCString","8","Global"
"","8033b06e","TerminatedCString","9",""
"","8033b077","TerminatedCString","9",""
"s_d_a_gnd_8033b080","8033b080","TerminatedCString","8","Global"
"","8033b088","TerminatedCString","7",""
"","8033b08f","TerminatedCString","12",""
"s_d_a_mozo_8033b09b","8033b09b","TerminatedCString","9","Global"
"","8033b0a4","TerminatedCString","8",""
"","8033b0ac","TerminatedCString","7",""
"s_d_a_sss_8033b0b3","8033b0b3","TerminatedCString","8","Global"
"","8033b0bb","TerminatedCString","10",""
"","8033b0c5","TerminatedCString","12",""
"s_d_a_boss_item_8033b0d1","8033b0d1","TerminatedCString","14","Global"
"","8033b0df","TerminatedCString","14",""
"","8033b0ed","TerminatedCString","14",""
"s_d_a_shop_item_8033b0fb","8033b0fb","TerminatedCString","14","Global"
"","8033b109","TerminatedCString","14",""
"","8033b117","TerminatedCString","14",""
