"Name","Location","Function Signature","Function Size","Namespace"
"__flush_all","80329cbc","undefined __flush_all()","112","MSL_C.PPCEABI.bare.H"
"__flush_buffer","8032aa54","undefined __flush_buffer()","196","MSL_C.PPCEABI.bare.H"
"__fstLoad","80312e94","undefined __fstLoad()","360","dvd"
"__fwrite","8032ab70","undefined __fwrite()","780","MSL_C.PPCEABI.bare.H"
"__GBAHandler","802a194c","undefined __GBAHandler()","220","gba"
"__GBASetDelay","802a1c54","undefined __GBASetDelay()","36","gba"
"__GBASync","802a1a5c","undefined __GBASync()","108","gba"
"__GBASyncCallback","802a1a28","undefined __GBASyncCallback()","52","gba"
"__GBATransfer","802a1be0","undefined __GBATransfer()","116","gba"
"__GetImageTileCount","803247e4","undefined __GetImageTileCount()","200","gx"
"__GXCalculateVLim","803219ac","undefined __GXCalculateVLim()","292","gx"
"__GXCleanGPFifo","8032134c","undefined __GXCleanGPFifo()","256","gx"
"__GXDefaultTexRegionCallback","8031fa48","undefined __GXDefaultTexRegionCallback()","124","gx"
"__GXDefaultTlutRegionCallback","8031fac4","undefined __GXDefaultTlutRegionCallback()","36","gx"
"__GXFifoInit","80321208","undefined __GXFifoInit()","76","gx"
"__GXFifoLink","80321298","undefined __GXFifoLink()","60","gx"
"__GXFifoReadDisable","80321278","undefined __GXFifoReadDisable()","32","gx"
"__GXFifoReadEnable","80321254","undefined __GXFifoReadEnable()","36","gx"
"__GXFlushTextureState","80325da0","undefined __GXFlushTextureState()","36","gx"
"__GXInitGX","80320354","undefined __GXInitGX()","2244","gx"
"__GXPEInit","80322fa4","undefined __GXPEInit()","128","gx"
"__GXSaveCPUFifoAux","803210dc","undefined __GXSaveCPUFifoAux()","220","gx"
"__GXSendFlushPrim","803231b4","undefined __GXSendFlushPrim()","136","gx"
"__GXSetDirtyState","80323024","undefined __GXSetDirtyState()","160","gx"
"__GXSetGenMode","803233b0","undefined __GXSetGenMode()","36","gx"
"__GXSetMatrixIndex","80327364","undefined __GXSetMatrixIndex()","132","gx"
"__GXSetRange","80326b7c","undefined __GXSetRange()","4","gx"
"__GXSetSUTexRegs","803253b8","undefined __GXSetSUTexRegs()","380","gx"
"__GXSetTmemConfig","80325534","undefined __GXSetTmemConfig()","576","gx"
"__GXSetVAT","803221d8","undefined __GXSetVAT()","156","gx"
"__GXSetVCD","80321958","undefined __GXSetVCD()","84","gx"
"__GXUpdateBPMask","80325cd4","undefined __GXUpdateBPMask()","204","gx"
"__GXWriteFifoIntEnable","803212d4","undefined __GXWriteFifoIntEnable()","60","gx"
"__GXWriteFifoIntReset","80321310","undefined __GXWriteFifoIntReset()","60","gx"
"__GXXfVtxSpecs","803214b0","undefined __GXXfVtxSpecs()","344","gx"
"__ieee754_acos","8032e418","undefined __ieee754_acos()","784","MSL_C.PPCEABI.bare.H"
"__ieee754_asin","8032e728","undefined __ieee754_asin()","612","MSL_C.PPCEABI.bare.H"
"__ieee754_atan2","8032e98c","undefined __ieee754_atan2()","656","MSL_C.PPCEABI.bare.H"
"__ieee754_fmod","8032ec1c","undefined __ieee754_fmod()","828","MSL_C.PPCEABI.bare.H"
"__ieee754_rem_pio2","8032ef58","undefined __ieee754_rem_pio2()","928","MSL_C.PPCEABI.bare.H"
"__init_cpp","80309a88","undefined __init_cpp()","84","os"
"__init_cpp_exceptions","80329528","undefined __init_cpp_exceptions()","64","Runtime.PPCEABI.H"
"__init_user","80309a68","undefined __init_user()","32","os"
"__kernel_cos","8032f2f8","undefined __kernel_cos()","244","MSL_C.PPCEABI.bare.H"
"__kernel_rem_pio2","8032f3ec","undefined __kernel_rem_pio2()","3668","MSL_C.PPCEABI.bare.H"
"__kernel_sin","80330240","undefined __kernel_sin()","160","MSL_C.PPCEABI.bare.H"
"__kernel_tan","803302e0","undefined __kernel_tan()","532","MSL_C.PPCEABI.bare.H"
"__LCEnable","80303214","undefined __LCEnable()","204","os"
"__LoadFin","8029d1c8","undefined __LoadFin(StreamLib * this\, long param_1\, DVDFileInfo * param_2)","32","JAInter::StreamLib"
"__memrchr","8032b4f0","undefined __memrchr()","44","MSL_C.PPCEABI.bare.H"
"__mod2i","803292a4","undefined __mod2i()","268","Runtime.PPCEABI.H"
"__mod2u","803291c0","undefined __mod2u()","228","Runtime.PPCEABI.H"
"__MTGQR7","802da0a8","undefined __MTGQR7()","8","J3DGraphBase"
"__num2dec","80329dc4","undefined __num2dec()","420","MSL_C.PPCEABI.bare.H"
"__num2dec_internal","80329f68","undefined __num2dec_internal()","572","MSL_C.PPCEABI.bare.H"
"__OSCacheInit","80303620","undefined __OSCacheInit()","244","os"
"__OSCheckDeadLock","80306378","undefined __OSCheckDeadLock()","56","os"
"__OSCheckMutex","80306278","undefined __OSCheckMutex()","256","os"
"__OSCheckMutexes","803063b0","undefined __OSCheckMutexes()","116","os"
"__OSContextInit","80303f3c","undefined __OSContextInit()","72","os"
"__OSDBIntegrator","80301d34","undefined __OSDBIntegrator()","36","os"
"__OSDBJump","80301d58","undefined __OSDBJump()","4","os"
"__OSDispatchInterrupt","80304ae0","undefined __OSDispatchInterrupt()","836","os"
"__OSDoHotReset","80306708","undefined __OSDoHotReset()","72","os"
"__OSGetDIConfig","80301eb8","undefined __OSGetDIConfig()","20","os"
"__OSGetEffectivePriority","80307b5c","undefined __OSGetEffectivePriority()","60","os"
"__OSGetExceptionHandler","80301d78","undefined __OSGetExceptionHandler()","20","os"
"__OSGetInterruptHandler","80304670","undefined __OSGetInterruptHandler()","20","os"
"__OSGetSystemTime","8030960c","undefined __OSGetSystemTime()","100","os"
"__OSInitAudioSystem","80302e04","undefined __OSInitAudioSystem()","444","os"
"__OSInitMemoryProtection","80305d3c","undefined __OSInitMemoryProtection()","288","os"
"__OSInitSram","80306f1c","undefined __OSInitSram()","308","os"
"__OSInitSystemCall","803077f0","undefined __OSInitSystemCall()","100","os"
"__OSInterruptInit","80304684","undefined __OSInterruptInit()","116","os"
"__OSLoadFPUContext","80303714","undefined __OSLoadFPUContext()","292","os"
"__OSLockSram","80307050","undefined __OSLockSram()","92","os"
"__OSLockSramEx","803070ac","undefined __OSLockSramEx()","92","os"
"__OSMaskInterrupts","803049d0","undefined __OSMaskInterrupts()","136","os"
"__OSModuleInit","80305890","undefined __OSModuleInit()","24","os"
"__OSPromoteThread","80307d58","undefined __OSPromoteThread()","80","os"
"__OSPSInit","80301e80","undefined __OSPSInit()","56","os"
"__OSReboot","80306440","undefined __OSReboot()","456","os"
"__OSReschedule","80307fd0","undefined __OSReschedule()","48","os"
"__OSResetSWInterruptHandler","803069f8","undefined __OSResetSWInterruptHandler()","244","os"
"__OSSaveFPUContext","80303838","undefined __OSSaveFPUContext()","296","os"
"__OSSetExceptionHandler","80301d5c","undefined __OSSetExceptionHandler()","28","os"
"__OSSetInterruptHandler","80304654","undefined __OSSetInterruptHandler()","28","os"
"__OSStopAudioSystem","80302fc0","undefined __OSStopAudioSystem()","216","os"
"__OSSyncSram","80307458","undefined __OSSyncSram()","16","os"
"__OSThreadInit","803078cc","undefined __OSThreadInit()","344","os"
"__OSTimeToSystemTime","80309670","undefined __OSTimeToSystemTime()","88","os"
"__OSUnhandledException","803042c8","undefined __OSUnhandledException()","744","os"
"__OSUnlockAllMutex","80306038","undefined __OSUnlockAllMutex()","112","os"
"__OSUnlockSram","80307410","undefined __OSUnlockSram()","36","os"
"__OSUnlockSramEx","80307434","undefined __OSUnlockSramEx()","36","os"
"__OSUnmaskInterrupts","80304a58","undefined __OSUnmaskInterrupts()","136","os"
"__PADDisableRecalibration","8031686c","undefined __PADDisableRecalibration()","124","pad"
"__pformatter","8032bd38","undefined __pformatter()","1908","MSL_C.PPCEABI.bare.H"
"__prep_buffer","8032ab18","undefined __prep_buffer()","52","MSL_C.PPCEABI.bare.H"
"__PSMTXRotAxisRadInternal","8030d4f8","undefined __PSMTXRotAxisRadInternal()","176","mtx"
"__ptmf_cmpr","80328dac","bool __ptmf_cmpr(PTMF * ptmf1\, PTMF * ptmf2)","60","Runtime.PPCEABI.H"
"__ptmf_scall","80328de8","void __ptmf_scall(PTMF * ptmf\, void * this\, void * param_3)","40","Runtime.PPCEABI.H"
"__ptmf_test","80328d7c","bool __ptmf_test(PTMF * param_1)","48","Runtime.PPCEABI.H"
"__read_console","80337af4","undefined __read_console()","188","TRK_MINNOW_DOLPHIN"
"__register_fragment","8032959c","undefined __register_fragment()","52","Runtime.PPCEABI.H"
"__register_global_object","80328990","undefined __register_global_object()","24","Runtime.PPCEABI.H"
"__register_global_object","80404998","undefined __register_global_object()","28","global_destructor_chain"
"__register_global_object","804059b8","undefined __register_global_object()","28","global_destructor_chain"
"__register_global_object","8040e878","undefined __register_global_object()","28","global_destructor_chain"
"__register_global_object","80411478","undefined __register_global_object()","28","global_destructor_chain"
"__register_global_object","80416b98","undefined __register_global_object()","28","global_destructor_chain"
"__register_global_object","80417a18","undefined __register_global_object()","28","global_destructor_chain"
"__register_global_object","8041e1b8","undefined __register_global_object()","28","global_destructor_chain"
"__register_global_object","80420a38","undefined __register_global_object()","28","global_destructor_chain"
"__register_global_object","804227f8","undefined __register_global_object()","28","global_destructor_chain"
"__register_global_object","80425bf8","undefined __register_global_object()","28","global_destructor_chain"
"__register_global_object","804320b8","undefined __register_global_object()","28","global_destructor_chain"
"__register_global_object","80434f78","undefined __register_global_object()","28","global_destructor_chain"
"__register_global_object","8043f018","undefined __register_global_object()","28","global_destructor_chain"
"__register_global_object","80442c58","undefined __register_global_object()","28","global_destructor_chain"
"__register_global_object","804437b8","undefined __register_global_object()","28","global_destructor_chain"
"__register_global_object","8044b6f8","undefined __register_global_object()","28","global_destructor_chain"
"__register_global_object","8044e5f8","undefined __register_global_object()","28","global_destructor_chain"
"__register_global_object","80457898","undefined __register_global_object()","28","global_destructor_chain"
"__register_global_object","804615f8","undefined __register_global_object()","28","global_destructor_chain"
"__register_global_object","80461c98","undefined __register_global_object()","28","global_destructor_chain"
"__register_global_object","804645f8","undefined __register_global_object()","28","global_destructor_chain"
"__register_global_object","80465958","undefined __register_global_object()","28","global_destructor_chain"
"__register_global_object","80466eb8","undefined __register_global_object()","28","global_destructor_chain"
"__register_global_object","80469498","undefined __register_global_object()","28","global_destructor_chain"
"__register_global_object","8046f518","undefined __register_global_object()","28","global_destructor_chain"
"__register_global_object","80471f98","undefined __register_global_object()","28","global_destructor_chain"
"__register_global_object","80472b78","undefined __register_global_object()","28","global_destructor_chain"
"__register_global_object","80476318","undefined __register_global_object()","28","global_destructor_chain"
"__register_global_object","80479618","undefined __register_global_object()","28","global_destructor_chain"
"__register_global_object","80487678","undefined __register_global_object()","28","global_destructor_chain"
"__register_global_object","8048b638","undefined __register_global_object()","28","global_destructor_chain"
"__register_global_object","80491838","undefined __register_global_object()","28","global_destructor_chain"
"__register_global_object","80493c58","undefined __register_global_object()","28","global_destructor_chain"
"__register_global_object","80494538","undefined __register_global_object()","28","global_destructor_chain"
"__register_global_object","80496e38","undefined __register_global_object()","28","global_destructor_chain"
"__register_global_object","8049c1f8","undefined __register_global_object()","28","global_destructor_chain"
"__register_global_object","804a0758","undefined __register_global_object()","28","global_destructor_chain"
"__register_global_object","804abe58","undefined __register_global_object()","28","global_destructor_chain"
"__register_global_object","804ae4b8","undefined __register_global_object()","28","global_destructor_chain"
"__register_global_object","804ba5b8","undefined __register_global_object()","28","global_destructor_chain"
"__register_global_object","804bca18","undefined __register_global_object()","28","global_destructor_chain"
"__register_global_object","804bfb58","undefined __register_global_object()","28","global_destructor_chain"
"__register_global_object","804c4738","undefined __register_global_object()","28","global_destructor_chain"
"__register_global_object","804d0d78","undefined __register_global_object()","28","global_destructor_chain"
"__register_global_object","804d7ab8","undefined __register_global_object()","28","global_destructor_chain"
"__register_global_object","804d9bd8","undefined __register_global_object()","28","global_destructor_chain"
"__register_global_object","804dfb78","undefined __register_global_object()","28","global_destructor_chain"
"__register_global_object","804e5658","undefined __register_global_object()","28","global_destructor_chain"
"__register_global_object","804f46d8","undefined __register_global_object()","28","global_destructor_chain"
"__register_global_object","804ff9b8","undefined __register_global_object()","28","global_destructor_chain"
"__register_global_object","805158d8","undefined __register_global_object()","28","global_destructor_chain"
"__register_global_object","805200d8","undefined __register_global_object()","28","global_destructor_chain"
